comments,ratings
联想到龙虾其实。。给楚门设置的世界非常的美国五六十年代，讲的直接主题是真人秀伦理（非常适用于当今中国），副线则还是寻父弑父的主题，是free will是否存在，又怎样被塑造，与power有怎样的博弈。在童年风浪里他失去父亲，在最后他发现他真正的“父亲”，然后做了决然的道别。金凯瑞演技真好。,5
人生一场戏，哭笑都不是给自己看的,5
用类似“乌托邦”的虚拟的完美世界寓意着“笼中鸟”式的生存悲哀。片中桃源镇是落成于1980年的锡赛德，是个设施完善的社区，当地的300多栋住宅风格统一，从任何位置均可步行前往邮局、美术馆、古董商店、时装店、书店和餐馆，而且每条街道都通往海边。于是规划独到的锡赛德成为该片的拍摄地点。,5
我真不覺得有甚好之處，這是人生之本，我只能說還行，現代人太蠢罷了，群氓,3
彼得·威尔是不是试图用“楚门世界”这个真人秀来表现现代社会对人性的禁锢，并让楚门最后的离去作为对此的一种反抗，但是具有讽刺的却是，整个世界本来就是一个巨大的真人秀，每个人不可抗拒的被种种不可见的制片人、故事编剧、群众演员之流所影响，真正意义上的自由是根本不存在的。当年鲁迅先生所作《娜拉出走之后》来论证过娜拉即使离开了家庭，依旧无法逃离社会的魔掌，因为二者本来就是一体的。所以，对于楚门先生来说，最好的选择也只好重新回到《楚门世界》摄制组，继续那种“设计”的平凡又精彩的“普通生活”。毕竟楚门是一个很好的主角，我们都是一群很好的观众。最重要的是，每个人都是演员，所以说，我看了《楚门的世界》，最后得出的结论就是：敬业比那些虚无的自由更能够让人感到自己的价值。,4
“我给你的世界才是美好的你应该选择的，外面的世界比这里更残忍。”我们到底是要更残忍的世界，还是要一味活在别人规划的世界里？答案，楚门替我们给出了。最为不舒服的，是那些可以心安理得地把他人的人生当成一出戏的观众。其实编导说得对，外面更残忍。,5
如果所处的世界是设计好的，该何去何从。,4
我很恍惚地觉得我们是不是也都是外星人玩的RPG游戏。一切都由命运决定。,5
人在顺境总觉得“世界围着我转”，逆境觉得“世界与我为敌”，在楚门身上是果真如此。但也要像楚门最后搏击暴风雨一样，不认，直到跟世界相撞，直到找到出口。,4
吉姆的这部是我最喜欢的一部 表演功力深厚 题材新颖 立意深刻,5
We still prefer a ugly truth than fake beauty. ,5
很喜欢金凯瑞的戏，不知他算不算中国的周星驰，这个故事很有新意，不看到最后，以为就是部普通影片,5
好电影就是哪怕已经被剧透了全部剧情，真正看的时候还是如此震撼，比如《楚门的世界》我知道这部电影至少五六年了，但今晚才真正看了这部电影。结局太精彩，我是说那句“换台吧，还有什么节目”如果早个五六年，我肯定不能相信为何一个人的生活日常也能被追捧围观，但现在各种直播告诉我世界就是这样。,5
如果再也看不见你，祝你早安，午安，晚安,5
这世界有人傲慢的以为比你更懂你，也会有人发现真相后笑道祝他早午晚安,5
如果再也不能见到你，祝你早安，午安，晚安,4
现实还是虚幻？自由还是禁锢？一个稳定祥和的喜剧世界，和一个变幻莫测的现实世界，如果是你你会选择哪一个？自由和真实…这是我想要的,5
"搞笑电影,但是给我们看了一个奇怪的世界,值得思考",4
这个你所居住的世界是病态的，只有桃源岛才是模范的世界。,4
意义不明的反体制片。剧情逻辑不明，邪恶体制到底是什么也没表达清楚——既不是商业， 也不是庸俗陈腐的观念，貌似是现代人的宿命一类抽象的存在。所以大约还是“现代中产阶层的焦虑”那一类套路——事业有成，家庭美满，生活各方面都很富足安宁，但就是有股自己也说不上来的不安。村上春树每本的主题,4
恐怖又恶心，但是是部好电影，可解读的地方很多。1.脑洞剧情恶心又惊悚，绝妙，偶尔我也在想现在身处的世界是真实的吗。2.在楚门和初恋相遇时，深刻体会到了哪怕世界是虚假的，但是人是真实的，楚门的行为心理动作都不是被安排好的，世界外的观众透过镜头去看一个真实的人如何在虚构的剧情里反应还挺有趣的。3.故事里的导演从头到尾都是个会赚钱、懂得怎么拍片的才人吧，反应够快把镜头切给航海逃亡的楚门，接上了剧情，“出生—成长—死亡”，给观众展现了楚门完整的一生，虽然楚门的“死亡”用逃出片场来代替了，很圆满，如果我是观众不会觉得缺了一环。最后还和楚门来个了对话给了他华丽退场的good ending，上升了一点点英雄形象，结局非常完美的真人秀。4.最后，在楚门的世界里，能够触摸到世界的尽头，世界是有边界的，好好哦。,5
越看越细思极恐，我们会不会也处于谎言编造的世界里呢。只有敢于面临鲜血淋漓的人生，才能找到自己的价值。导演说的话跟父母说的话简直一模一样。,5
我们又何尝不是生活在四处都是1984式摄像头的美丽的楚门的世界中？从小被精心编制的谎言所操纵，头脑中是被植入的各式广告，自己只是大数据中一串数字，高墙之内处处皆是电幕，背后有人看着你、看着你。,5
金凯利的癫狂在这里让人心碎，楚门的世界其实没有把题目的含义翻出来，这就是一场“真人秀”，一个人的所有秘密，从出生开始都暴露在万千人面前，只有他自己不自知。极度的不自由与孤独却在极度的不知情中被掩盖，真相揭开的那一天也是世界崩塌的那一刻。,5
再看，依然经典。每个人，都是楚门，每个人，都活在一个让自己成为楚门的世界里。问题在于，我们如何让自己在这么强大的世界里发挥主观能动性。这是玩这场游戏的关键。,5
A / 最伪大团圆的快乐结局。,5
9/10 高概念执行完美的典范，反乌托邦的内核永远是常看常新的。其实放在如今片中的问题很好解决，赋个红码就完事了。,5
好莱坞玷污了我的心灵，看电影的时候我想，女二号是因为没重新negotiate合同、没给够钱，不然提升为女一号照样和楚门谈恋爱，估计起码能把楚门再绑定在这个世界里两季，令制片人赚到盆满钵满。制片人作为上帝也真是狠心了，对楚门更多的是控制：你不听话，我就让你吃苦头逼你屈服。唯一不同的是制片人受到合同条款的限制，不能做太出格的事情，如果有public disrepute，大概就拿不到钱了，但上帝不用在乎这个。我从前一直以为这个世界是假的，现在倒有点相信世界是真实的了。或者说，对我这种废物来说，是真是假大概区别也不大。我听到的最可怕的一句话就是，每个人都是自己生命的主角，那我还真是一直在浪费自己的生命和机会呢。还不如一开始就知道自己是个配角，所有的折损都是理所应当而无谓的。,5
外面的世界未必比摄影棚内的真实，但有限的自由对楚门来说也是可贵的。再次证明，影视剧成功的关键是世界观要足够新颖，文笔并不是那么重要。,5
世界观冲击并非首要，毕竟安排了太多缓冲，何况外面就不复虚构么？我们能追寻的始终只是相对的真实。媒介讽喻上则确实狠辣。操控者和演员一面都还不算啥，真有意思的是剧中观众的反应和片子给观众设定的立场：楚门的命运令所有人悲叹欢欣，然后他走出去，于是他们说换台而你知道他的明日与你毫无关系。,5
现在看尤其震撼，关于媒体和我们的,3
想象力太丰富了。导演所说的无法走出的原因是，因为我们都接受现实。这也是真的。并不长的一个寓言式的作品。,4
"罢演。主角罢演。毁灭性打击。拒绝配合表演，进入真实。即使被伤害，也是被真实伤害。欺瞒永远是欺瞒，跟出发点无关，跟善意恶意无关。
船永不离岸，只用来测试恐水。车永不出发，只为了配合表演。街头停驻的一幕，只有风吹衣动，人不动。
可怜的是用一生来陪他演。来挣得衣食。",5
对于世界存在性恐惧的喜剧表现,5
很感人的影片，感同身受啊，我们又何尝不是如此呢,4
最绝望是楚门到达天边的一刻…天空都是假的，艹！,4
远处有双眼睛再看,4
不知道是不是这部的阴影，我直到现在都觉得自己活在真人秀里,4
外面的世界很精彩，外面的世界很无奈。 当你明白你这一生碌碌无为时，可知最终的导演是谁？ 当我们发现人生里的虚伪时，又可向谁诉说。,5
"大头绿豆 2008-12-08 
其实电影本身编得并不算十分出色，照顾到了一些细节，但破绽也浑身上下都是。不过，在乎的不是这个故事编得如何，而是这个idea，让人不由环视一下自己的周遭。
",4
金凯瑞的演技超赞！,4
"2012.8 In case you don't see me, good morning, good afternoon and good night!",5
相当喜欢这部电影。尽管里面有不少喜剧情节，但从开头看到结尾，心里面都揪着扯着很压抑。假如我们的生活是假的，一切都是假的，我们一直都被骗着，那么永远不知道真相，会不会比较好过。,4
"凯瑞正经的时候就催泪         Good morning, and in case I don't see ya, good afternoon, good evening, and good night!",5
看的我好难过好难过。如果人生被人操控到这种地步，那真是了无生趣。即使疼痛，即使残酷，也宁愿真实。中间看得我都快绝望了。2011.06.04,5
“如果再见不到你，祝你早中晚都安。”就冲着这一句多给了一颗星。周而复始的徘徊，源于内心的怯弱，生活在一个空壳的世界中，上演着自认为喜剧的悲剧。现在的你决定好了吗？请回答！,4
